_id,recommended,rating_valuemoney,rating_overall,rating_inflightEnt,rating_cabinstaff,rating_seatcomfort,rating_foodbeverage
ObjectId(58994af99bf56223b02aba3d),1,4,9,0,5,4,4
ObjectId(58994af99bf56223b02aba3f),1,4,8,NaN,NaN,NaN,NaN
ObjectId(58994af99bf56223b02aba41),0,2,4,0,2,1,3
ObjectId(58994af99bf56223b02aba43),1,4,7,NaN,NaN,NaN,NaN
ObjectId(58994af99bf56223b02aba45),1,4,8,NaN,NaN,NaN,NaN
ObjectId(58994af99bf56223b02aba47),0,2,3,3,2,3,2
ObjectId(58994af99bf56223b02aba49),1,4,8,3,5,4,4
ObjectId(58994af99bf56223b02aba4b),0,2,1,1,1,1,2
ObjectId(58994af99bf56223b02aba4d),1,4,8,0,4,3,0
ObjectId(58994af99bf56223b02aba4f),1,4,9,NaN,NaN,NaN,NaN
ObjectId(58994af99bf56223b02aba50),0,2,3,0,2,1,0
ObjectId(58994af99bf56223b02aba52),0,2,2,3,2,3,1
ObjectId(58994af99bf56223b02aba54),1,5,10,5,5,4,3
ObjectId(58994af99bf56223b02aba56),1,4,8,5,4,3,3
ObjectId(58994af99bf56223b02abb2a),1,4,8,2,4,4,4
ObjectId(58994af99bf56223b02abb2d),1,3,7,5,3,3,3
ObjectId(58994af99bf56223b02abb30),1,4,8,3,4,3,4
ObjectId(58994af99bf56223b02abb33),0,1,1,1,1,1,1
ObjectId(58994af99bf56223b02abb36),0,2,NaN,3,5,3,3
ObjectId(58994af99bf56223b02abb39),1,5,9,3,5,4,3
ObjectId(58994af99bf56223b02abb3d),1,5,10,4,5,4,4
ObjectId(58994af99bf56223b02abb40),1,4,8,NaN,NaN,NaN,NaN
ObjectId(58994af99bf56223b02abb43),1,4,9,3,5,5,4
ObjectId(58994af99bf56223b02abb46),1,4,7,4,3,4,2
ObjectId(58994af99bf56223b02abb49),0,1,NaN,1,1,1,1
ObjectId(58994af99bf56223b02abb4d),0,1,NaN,NaN,NaN,NaN,NaN
ObjectId(58994af99bf56223b02abb50),0,1,NaN,0,2,3,3
ObjectId(58994af99bf56223b02abb53),0,1,NaN,1,4,3,1
ObjectId(58994af99bf56223b02abb56),1,5,9,0,5,4,3
ObjectId(58994af99bf56223b02abb59),0,1,NaN,2,3,1,3
ObjectId(58994af99bf56223b02abb5c),1,5,9,NaN,5,5,4
ObjectId(58994af99bf56223b02abb5f),0,1,1,1,1,3,3
ObjectId(58994af99bf56223b02abb62),1,5,7,1,5,4,5
ObjectId(58994af99bf56223b02abb65),1,4,10,NaN,NaN,NaN,NaN
ObjectId(58994af99bf56223b02abb68),0,3,2,NaN,2,3,0
ObjectId(58994af99bf56223b02abb6a),0,NaN,3,NaN,NaN,NaN,NaN
ObjectId(58994af99bf56223b02abb6d),1,5,8,5,4,4,4
ObjectId(58994af99bf56223b02abb70),1,5,9,4,5,5,4
ObjectId(58994af99bf56223b02abb73),1,4,7,NaN,NaN,NaN,NaN
ObjectId(58994af99bf56223b02abb76),1,4,7,NaN,NaN,NaN,NaN
ObjectId(58994af99bf56223b02abb79),1,5,9,5,5,4,5
ObjectId(58994af99bf56223b02abb7c),0,1,NaN,0,1,3,0
ObjectId(58994af99bf56223b02abb7f),1,3,8,3,4,4,5
ObjectId(58994af99bf56223b02abb82),0,2,3,1,3,2,2
ObjectId(58994af99bf56223b02abb84),0,1,1,1,1,1,1
ObjectId(58994af99bf56223b02abb87),1,5,10,5,4,4,3
ObjectId(58994af99bf56223b02abb8a),1,5,10,NaN,5,5,4
ObjectId(58994af99bf56223b02abb8d),1,4,8,5,3,4,5
ObjectId(58994af99bf56223b02abb90),1,5,9,0,4,4,0
ObjectId(58994af99bf56223b02abb93),1,5,10,4,5,5,5
ObjectId(58994af99bf56223b02abb96),0,1,NaN,1,1,3,1
ObjectId(58994af99bf56223b02abb99),1,4,3,NaN,NaN,NaN,NaN
ObjectId(58994af99bf56223b02abb9c),1,4,4,NaN,NaN,NaN,NaN
ObjectId(58994af99bf56223b02abb9f),0,3,3,1,3,2,3
ObjectId(58994af99bf56223b02abba2),1,4,9,4,5,5,5
ObjectId(58994af99bf56223b02abba5),1,5,8,0,4,2,3
ObjectId(58994af99bf56223b02abba8),1,4,8,NaN,4,3,0
ObjectId(58994af99bf56223b02abbab),1,4,7,2,4,4,3
ObjectId(58994af99bf56223b02abbae),0,1,3,1,2,2,2
ObjectId(58994af99bf56223b02abbb1),0,2,4,4,4,3,4
ObjectId(58994af99bf56223b02abbb4),1,5,9,0,4,3,3
ObjectId(58994af99bf56223b02abbb7),1,4,8,NaN,NaN,NaN,NaN
ObjectId(58994af99bf56223b02abbba),1,4,9,NaN,5,4,3
ObjectId(58994af99bf56223b02abbbd),1,5,8,4,5,5,5
ObjectId(58994af99bf56223b02abbbf),0,2,2,1,1,2,1
ObjectId(58994af99bf56223b02abbc2),1,5,9,5,5,4,4
ObjectId(58994af99bf56223b02abbc5),1,3,3,4,2,3,2
ObjectId(58994af99bf56223b02abbc8),0,NaN,4,NaN,NaN,NaN,NaN
ObjectId(58994af99bf56223b02abbcc),0,1,3,2,3,3,1
ObjectId(58994af99bf56223b02abbd0),0,1,3,NaN,NaN,NaN,NaN
ObjectId(58994af99bf56223b02abbd3),0,NaN,5,NaN,NaN,NaN,NaN
ObjectId(58994af99bf56223b02abbd6),0,3,2,NaN,1,3,0
ObjectId(58994af99bf56223b02abbd9),0,1,NaN,0,1,0,0
ObjectId(58994af99bf56223b02abbdc),1,4,7,4,5,4,4
ObjectId(58994af99bf56223b02abbdf),1,5,10,5,5,5,5
ObjectId(58994af99bf56223b02abbe2),0,3,3,3,2,1,1
ObjectId(58994af99bf56223b02abbe6),1,3,6,3,3,4,4
ObjectId(58994af99bf56223b02abbe9),1,5,10,5,5,5,5
ObjectId(58994af99bf56223b02ab94b),0,NaN,NaN,NaN,NaN,NaN,NaN
ObjectId(58994af99bf56223b02ab954),1,3,8,0,5,4,0
ObjectId(58994af99bf56223b02ab95d),1,5,9,0,4,4,0
ObjectId(58994af99bf56223b02ab95f),1,5,10,5,5,5,5
ObjectId(58994af99bf56223b02ab961),1,4,8,0,5,4,4
ObjectId(58994af99bf56223b02ab963),0,3,1,1,1,1,1
ObjectId(58994af99bf56223b02ab965),1,3,7,0,3,4,2
ObjectId(58994af99bf56223b02ab96a),0,2,2,0,3,1,0
ObjectId(58994af99bf56223b02ab96c),1,5,9,4,5,4,5
ObjectId(58994af99bf56223b02ab96d),1,4,8,NaN,NaN,NaN,NaN
ObjectId(58994af99bf56223b02ab96f),0,1,3,1,1,2,1
ObjectId(58994af99bf56223b02ab971),1,5,8,0,4,4,5
ObjectId(58994af99bf56223b02ab973),1,4,8,NaN,NaN,NaN,NaN
ObjectId(58994af99bf56223b02ab975),0,3,4,2,3,4,3
ObjectId(58994af99bf56223b02ab978),0,2,2,1,2,2,2
ObjectId(58994af99bf56223b02ab97a),1,3,5,4,3,2,3
ObjectId(58994af99bf56223b02ab97b),0,4,1,3,1,2,2
ObjectId(58994af99bf56223b02ab97c),1,4,9,4,4,4,1
ObjectId(58994af99bf56223b02ab97e),0,2,1,3,1,1,3
ObjectId(58994af99bf56223b02ab980),1,4,9,NaN,NaN,NaN,NaN
ObjectId(58994af99bf56223b02ab981),1,4,7,NaN,NaN,NaN,NaN
ObjectId(58994af99bf56223b02ab983),1,4,10,0,5,4,0
ObjectId(58994af99bf56223b02ab987),1,4,9,NaN,4,3,0
ObjectId(58994af99bf56223b02ab989),0,1,NaN,3,1,1,5
ObjectId(58994af99bf56223b02ab98b),0,1,1,NaN,NaN,NaN,NaN
ObjectId(58994af99bf56223b02ab98d),0,4,5,NaN,NaN,NaN,NaN
ObjectId(58994af99bf56223b02ab98e),1,5,9,5,5,5,5
ObjectId(58994af99bf56223b02ab98f),0,2,1,1,1,1,1
ObjectId(58994af99bf56223b02ab991),0,1,1,0,3,1,0
ObjectId(58994af99bf56223b02ab992),1,4,9,5,4,5,4
ObjectId(58994af99bf56223b02ab994),0,1,1,NaN,NaN,NaN,NaN
ObjectId(58994af99bf56223b02ab998),0,1,1,1,2,1,2
ObjectId(58994af99bf56223b02ab99a),0,3,7,2,3,3,3
ObjectId(58994af99bf56223b02ab99c),1,3,5,3,3,3,3
ObjectId(58994af99bf56223b02ab99e),0,1,NaN,0,3,3,0
ObjectId(58994af99bf56223b02ab9a0),1,4,9,0,5,3,5
ObjectId(58994af99bf56223b02ab9a2),1,5,9,5,5,4,4
ObjectId(58994af99bf56223b02ab9a4),1,5,9,5,5,5,4
ObjectId(58994af99bf56223b02ab9a6),0,1,1,NaN,NaN,NaN,NaN
ObjectId(58994af99bf56223b02ab9a8),1,4,7,NaN,2,2,2
ObjectId(58994af99bf56223b02ab9aa),1,4,7,NaN,2,2,1
ObjectId(58994af99bf56223b02ab9ac),1,4,6,1,4,4,3
ObjectId(58994af99bf56223b02ab9ae),1,4,8,NaN,NaN,NaN,NaN
ObjectId(58994af99bf56223b02ab9b0),0,1,NaN,0,3,4,0
ObjectId(58994af99bf56223b02ab9b2),1,5,10,4,4,4,4
ObjectId(58994af99bf56223b02ab9b4),1,4,6,0,3,3,3
ObjectId(58994af99bf56223b02ab9b6),0,1,1,1,1,3,1
ObjectId(58994af99bf56223b02ab9b7),0,3,7,4,3,3,2
ObjectId(58994af99bf56223b02ab9b9),1,3,4,1,3,4,2
ObjectId(58994af99bf56223b02ab9ba),1,5,9,4,5,5,4
ObjectId(58994af99bf56223b02ab9bc),0,1,NaN,1,1,1,1
ObjectId(58994af99bf56223b02ab9be),0,3,4,3,1,2,3
ObjectId(58994af99bf56223b02ab9c0),1,5,9,0,5,4,0
ObjectId(58994af99bf56223b02ab9c2),0,1,1,4,1,2,1
ObjectId(58994af99bf56223b02ab9c4),0,0,2,0,2,2,1
ObjectId(58994af99bf56223b02ab9c6),1,4,7,1,4,4,3
ObjectId(58994af99bf56223b02ab9c8),1,3,7,1,4,4,3
ObjectId(58994af99bf56223b02ab9ca),0,1,4,2,5,2,3
ObjectId(58994af99bf56223b02ab9cc),1,3,8,3,5,4,4
ObjectId(58994af99bf56223b02ab9ce),1,5,9,0,5,4,3
ObjectId(58994af99bf56223b02ab9d1),1,5,8,1,3,5,4
ObjectId(58994af99bf56223b02ab9d3),1,4,7,NaN,2,2,3
ObjectId(58994af99bf56223b02ab9d5),1,5,9,NaN,5,4,3
ObjectId(58994af99bf56223b02ab9d9),0,1,3,2,1,3,1
ObjectId(58994af99bf56223b02aba57),0,1,1,1,1,1,1
ObjectId(58994af99bf56223b02aba5c),0,2,3,1,4,1,3
ObjectId(58994af99bf56223b02aba5e),0,1,2,1,2,3,2
ObjectId(58994af99bf56223b02aba5f),0,2,3,NaN,3,3,3
ObjectId(58994af99bf56223b02aba60),0,2,1,NaN,1,2,1
ObjectId(58994af99bf56223b02aba61),1,5,9,5,5,5,5
ObjectId(58994af99bf56223b02aba63),1,3,5,1,5,5,3
ObjectId(58994af99bf56223b02aba65),1,4,9,3,5,5,5
ObjectId(58994af99bf56223b02aba6d),0,2,4,1,3,2,4
ObjectId(58994af99bf56223b02aba6f),0,2,2,4,1,3,1
ObjectId(58994af99bf56223b02aba71),1,3,6,0,3,3,3
ObjectId(58994af99bf56223b02aba73),1,4,7,NaN,NaN,NaN,NaN
ObjectId(58994af99bf56223b02aba75),1,4,7,4,4,4,4
ObjectId(58994af99bf56223b02aba77),1,5,7,2,4,4,4
ObjectId(58994af99bf56223b02aba78),0,NaN,5,NaN,NaN,NaN,NaN
ObjectId(58994af99bf56223b02aba7a),1,4,8,NaN,NaN,NaN,NaN
ObjectId(58994af99bf56223b02aba7c),0,1,NaN,1,1,0,1
ObjectId(58994af99bf56223b02aba7e),1,4,8,5,4,4,3
ObjectId(58994af99bf56223b02aba82),0,1,5,NaN,NaN,NaN,NaN
ObjectId(58994af99bf56223b02aba85),1,4,7,2,4,3,4
ObjectId(58994af99bf56223b02aba87),0,1,1,NaN,1,1,1
ObjectId(58994af99bf56223b02aba88),0,3,1,1,2,3,1
ObjectId(58994af99bf56223b02aba89),1,5,10,5,5,5,3
ObjectId(58994af99bf56223b02aba8a),1,5,10,0,5,5,5
ObjectId(58994af99bf56223b02aba8c),0,2,5,1,3,2,1
ObjectId(58994af99bf56223b02aba8e),0,2,2,1,1,1,1
ObjectId(58994af99bf56223b02aba91),0,NaN,1,NaN,NaN,NaN,NaN
ObjectId(58994af99bf56223b02aba95),0,4,5,NaN,NaN,NaN,NaN
ObjectId(58994af99bf56223b02aba98),1,3,6,3,3,4,2
ObjectId(58994af99bf56223b02aba9a),1,4,6,5,3,2,3
ObjectId(58994af99bf56223b02aba9b),1,4,5,1,5,5,1
ObjectId(58994af99bf56223b02aba9c),0,3,2,1,1,1,1
ObjectId(58994af99bf56223b02aba9e),0,1,2,1,1,2,4
ObjectId(58994af99bf56223b02aba9f),0,3,6,0,1,3,3
ObjectId(58994af99bf56223b02abaa0),1,4,10,3,5,4,4
ObjectId(58994af99bf56223b02abaa2),1,5,8,4,3,4,4
ObjectId(58994af99bf56223b02abaa4),1,3,8,NaN,5,4,4
ObjectId(58994af99bf56223b02abaa5),0,4,5,NaN,NaN,NaN,NaN
ObjectId(58994af99bf56223b02abaa6),0,1,1,1,1,1,1
ObjectId(58994af99bf56223b02abaa8),1,4,8,4,4,3,4
ObjectId(58994af99bf56223b02abaa9),0,2,2,1,1,4,2
ObjectId(58994af99bf56223b02abaab),1,4,8,3,5,4,5
ObjectId(58994af99bf56223b02abaae),0,3,4,1,1,3,1
ObjectId(58994af99bf56223b02abab0),0,3,3,3,2,3,3
ObjectId(58994af99bf56223b02abab2),1,4,8,NaN,NaN,NaN,NaN
ObjectId(58994af99bf56223b02abab4),1,4,8,0,4,3,3
ObjectId(58994af99bf56223b02abab6),0,1,1,2,1,1,1
ObjectId(58994af99bf56223b02abab9),1,5,9,4,5,5,4
ObjectId(58994af99bf56223b02ababb),1,4,7,3,5,3,5
ObjectId(58994af99bf56223b02ababd),0,3,4,3,2,2,2
ObjectId(58994af99bf56223b02abac0),0,1,NaN,4,1,4,1
ObjectId(58994af99bf56223b02abac2),0,3,4,4,2,3,1
ObjectId(58994af99bf56223b02abac5),0,0,NaN,0,0,0,0
ObjectId(58994af99bf56223b02abac7),1,4,10,NaN,NaN,NaN,NaN
ObjectId(58994af99bf56223b02abac9),1,5,9,3,4,5,3
ObjectId(58994af99bf56223b02abacb),0,3,3,0,4,3,2
ObjectId(58994af99bf56223b02abacd),0,3,4,3,4,3,2
ObjectId(58994af99bf56223b02abacf),0,1,1,NaN,NaN,NaN,NaN
ObjectId(58994af99bf56223b02abad1),0,1,NaN,NaN,NaN,NaN,NaN
ObjectId(58994af99bf56223b02abad2),1,5,8,NaN,4,4,4
ObjectId(58994af99bf56223b02abad4),0,1,1,NaN,NaN,NaN,NaN
ObjectId(58994af99bf56223b02abad6),1,4,9,0,5,4,4
ObjectId(58994af99bf56223b02abad8),1,5,8,NaN,5,5,4
ObjectId(58994af99bf56223b02abada),1,5,8,4,4,5,4
ObjectId(58994af99bf56223b02abbec),0,1,NaN,1,1,1,1
ObjectId(58994af99bf56223b02abbef),0,1,1,NaN,NaN,NaN,NaN
ObjectId(58994af99bf56223b02abbf2),1,5,9,1,5,4,5
ObjectId(58994af99bf56223b02abbf5),0,NaN,9,NaN,NaN,NaN,NaN
ObjectId(58994af99bf56223b02abbf8),1,5,9,0,4,4,4
ObjectId(58994af99bf56223b02abbfb),1,3,9,1,4,3,2
ObjectId(58994af99bf56223b02abbfe),0,3,2,3,2,3,3
ObjectId(58994af99bf56223b02abc00),1,4,10,4,5,5,4
ObjectId(58994af99bf56223b02abc03),0,1,1,NaN,1,3,0
ObjectId(58994af99bf56223b02abc06),1,5,9,4,4,3,4
ObjectId(58994af99bf56223b02abc0a),1,0,8,0,0,0,0
ObjectId(58994af99bf56223b02abc0d),0,2,2,1,1,1,2
ObjectId(58994af99bf56223b02abc10),0,2,5,4,5,5,3
ObjectId(58994af99bf56223b02abc13),0,3,5,1,1,4,5
ObjectId(58994af99bf56223b02abc16),0,NaN,3,NaN,NaN,NaN,NaN
ObjectId(58994af99bf56223b02abc19),0,1,1,1,1,1,1
ObjectId(58994af99bf56223b02abc1c),1,4,7,NaN,NaN,NaN,NaN
ObjectId(58994af99bf56223b02abc1f),1,2,6,4,3,3,3
ObjectId(58994af99bf56223b02abc20),0,1,2,1,3,1,2
ObjectId(58994af99bf56223b02abc23),0,1,2,1,1,1,1
ObjectId(58994af99bf56223b02abc2b),1,4,6,NaN,NaN,NaN,NaN
ObjectId(58994af99bf56223b02abc2d),1,3,8,2,4,3,4
ObjectId(58994af99bf56223b02abc30),1,4,7,2,5,4,5
ObjectId(58994af99bf56223b02abc33),0,3,1,1,1,2,1
ObjectId(58994af99bf56223b02abc36),0,2,6,4,2,4,3
ObjectId(58994af99bf56223b02abc39),1,4,8,NaN,NaN,NaN,NaN
ObjectId(58994af99bf56223b02abc3c),0,0,7,5,3,3,3
ObjectId(58994af99bf56223b02abc3f),0,3,3,3,2,1,3
ObjectId(58994af99bf56223b02abc42),1,5,7,2,5,4,3
ObjectId(58994af99bf56223b02abc45),1,5,7,4,4,4,4
ObjectId(58994afa9bf56223b02abc48),0,2,3,1,2,2,3
ObjectId(58994afa9bf56223b02abc4b),0,2,NaN,0,3,1,0
ObjectId(58994afa9bf56223b02abc4f),0,2,NaN,0,1,0,3
ObjectId(58994afa9bf56223b02abc52),1,5,9,4,4,4,2
ObjectId(58994afa9bf56223b02abc55),1,5,10,5,5,5,4
ObjectId(58994afa9bf56223b02abc58),1,4,8,0,4,4,4
ObjectId(58994afa9bf56223b02abc5a),1,4,8,NaN,NaN,NaN,NaN
ObjectId(58994afa9bf56223b02abc5c),0,5,NaN,1,1,4,1
ObjectId(58994afa9bf56223b02abc5f),0,1,NaN,1,2,3,3
ObjectId(58994afa9bf56223b02abc62),1,4,9,NaN,NaN,NaN,NaN
ObjectId(58994afa9bf56223b02abc65),1,4,8,0,4,4,0
ObjectId(58994afa9bf56223b02abc68),0,5,5,5,2,4,3
ObjectId(58994afa9bf56223b02abc6b),1,5,10,5,5,5,5
ObjectId(58994afa9bf56223b02abc6e),1,5,10,4,5,4,5
ObjectId(58994afa9bf56223b02abc71),1,4,8,3,4,3,4
ObjectId(58994afa9bf56223b02abc74),0,3,3,1,2,3,2
ObjectId(58994afa9bf56223b02abc78),0,2,1,1,3,1,1
ObjectId(58994afa9bf56223b02abc7b),1,4,7,NaN,NaN,NaN,NaN
ObjectId(58994afa9bf56223b02abc7e),0,1,NaN,1,3,1,1
ObjectId(58994afa9bf56223b02abc81),1,4,9,4,4,4,4
ObjectId(58994afa9bf56223b02abc84),0,1,NaN,0,1,0,0
ObjectId(58994afa9bf56223b02abc88),1,4,5,NaN,NaN,NaN,NaN
ObjectId(58994afa9bf56223b02abc8b),1,4,8,3,4,4,3
ObjectId(58994afa9bf56223b02abc8e),1,4,9,NaN,5,3,4
ObjectId(58994afa9bf56223b02abc91),0,1,1,1,2,4,2
ObjectId(58994afa9bf56223b02abc94),0,1,1,1,1,1,3
ObjectId(58994afa9bf56223b02abc97),1,5,10,4,5,4,4
ObjectId(58994afa9bf56223b02abc9a),0,1,NaN,0,1,2,1
ObjectId(58994afa9bf56223b02abc9d),0,2,3,1,2,4,3
ObjectId(58994afa9bf56223b02abca0),1,5,8,3,4,5,4
ObjectId(58994afa9bf56223b02abca3),1,5,10,5,5,4,4
ObjectId(58994afa9bf56223b02abca7),0,3,5,2,3,4,4
ObjectId(58994afa9bf56223b02abcaa),1,4,7,NaN,NaN,NaN,NaN
ObjectId(58994afa9bf56223b02abcad),0,NaN,NaN,NaN,NaN,NaN,NaN
ObjectId(58994af99bf56223b02ab9dc),0,2,1,2,2,1,2
ObjectId(58994af99bf56223b02ab9de),0,1,NaN,0,1,2,0
ObjectId(58994af99bf56223b02ab9df),0,1,1,1,1,1,1
ObjectId(58994af99bf56223b02ab9e0),0,1,1,3,1,1,1
ObjectId(58994af99bf56223b02ab9e2),1,4,9,3,5,4,4
ObjectId(58994af99bf56223b02ab9e4),1,4,8,NaN,NaN,NaN,NaN
ObjectId(58994af99bf56223b02ab9e7),1,4,10,NaN,4,4,3
ObjectId(58994af99bf56223b02ab9e9),0,1,1,1,2,1,3
ObjectId(58994af99bf56223b02ab9eb),1,4,7,4,2,4,3
ObjectId(58994af99bf56223b02ab9ed),1,4,NaN,NaN,NaN,NaN,NaN
ObjectId(58994af99bf56223b02ab9f0),0,1,1,1,1,1,1
ObjectId(58994af99bf56223b02ab9f2),0,2,2,1,2,3,2
ObjectId(58994af99bf56223b02ab9f3),1,4,9,5,5,4,5
ObjectId(58994af99bf56223b02ab9f5),1,4,8,NaN,NaN,NaN,NaN
ObjectId(58994af99bf56223b02ab9f6),0,2,1,1,2,2,1
ObjectId(58994af99bf56223b02ab9f8),0,0,5,5,0,1,0
ObjectId(58994af99bf56223b02ab9fa),0,2,1,2,3,3,3
ObjectId(58994af99bf56223b02ab9fc),0,4,3,NaN,NaN,NaN,NaN
ObjectId(58994af99bf56223b02ab9fe),0,1,1,1,1,2,1
ObjectId(58994af99bf56223b02aba00),1,5,9,5,4,4,4
ObjectId(58994af99bf56223b02aba03),1,5,10,5,5,5,5
ObjectId(58994af99bf56223b02aba05),1,5,10,1,5,3,4
ObjectId(58994af99bf56223b02aba07),1,4,7,0,3,4,3
ObjectId(58994af99bf56223b02aba09),1,4,8,0,4,4,4
ObjectId(58994af99bf56223b02aba0b),1,5,8,0,3,4,3
ObjectId(58994af99bf56223b02aba0e),1,5,9,3,5,4,4
ObjectId(58994af99bf56223b02aba10),1,4,7,2,4,3,4
ObjectId(58994af99bf56223b02aba11),1,4,10,5,5,4,4
ObjectId(58994af99bf56223b02aba13),1,4,9,4,5,5,5
ObjectId(58994af99bf56223b02aba16),1,5,8,5,5,4,5
ObjectId(58994af99bf56223b02aba19),0,1,NaN,3,1,3,3
ObjectId(58994af99bf56223b02aba1b),1,5,10,3,4,5,4
ObjectId(58994af99bf56223b02aba1d),1,5,9,4,5,4,4
ObjectId(58994af99bf56223b02aba1f),1,5,9,4,5,4,4
ObjectId(58994af99bf56223b02aba22),0,1,NaN,1,1,2,1
ObjectId(58994af99bf56223b02aba24),1,4,7,4,4,4,4
ObjectId(58994af99bf56223b02aba25),0,1,5,2,5,2,2
ObjectId(58994af99bf56223b02aba27),1,4,10,NaN,NaN,NaN,NaN
ObjectId(58994af99bf56223b02aba29),0,2,2,1,2,2,2
ObjectId(58994af99bf56223b02aba2b),0,2,2,1,2,2,2
ObjectId(58994af99bf56223b02aba2d),1,5,10,5,5,5,5
ObjectId(58994af99bf56223b02aba2f),0,3,NaN,5,1,1,2
ObjectId(58994af99bf56223b02aba31),0,NaN,5,NaN,NaN,NaN,NaN
ObjectId(58994af99bf56223b02aba33),1,4,9,4,5,5,5
ObjectId(58994af99bf56223b02aba35),0,1,NaN,1,3,1,4
ObjectId(58994af99bf56223b02aba38),0,2,2,1,3,3,2
ObjectId(58994af99bf56223b02aba3a),0,1,1,0,1,3,0
ObjectId(58994af99bf56223b02aba3c),0,1,4,3,3,1,2
ObjectId(58994af99bf56223b02aba3e),0,3,1,3,1,2,1
ObjectId(58994af99bf56223b02aba40),0,1,1,1,1,4,1
ObjectId(58994af99bf56223b02aba42),0,2,1,1,1,1,1
ObjectId(58994af99bf56223b02aba44),0,3,2,3,1,3,3
ObjectId(58994af99bf56223b02aba46),1,4,10,NaN,NaN,NaN,NaN
ObjectId(58994af99bf56223b02aba48),1,4,9,1,4,3,4
ObjectId(58994af99bf56223b02aba4a),1,4,10,NaN,NaN,NaN,NaN
ObjectId(58994af99bf56223b02aba4c),1,4,8,4,3,5,4
ObjectId(58994af99bf56223b02aba4e),0,1,NaN,0,1,1,0
ObjectId(58994af99bf56223b02aba51),0,1,4,1,1,4,2
ObjectId(58994af99bf56223b02aba53),1,5,10,5,5,5,5
ObjectId(58994af99bf56223b02aba55),1,4,9,5,5,5,4
ObjectId(58994af99bf56223b02aba58),1,5,10,5,5,5,5
ObjectId(58994af99bf56223b02aba59),1,5,9,NaN,4,4,0
ObjectId(58994af99bf56223b02aba5a),0,3,2,0,1,1,3
ObjectId(58994af99bf56223b02aba5b),0,1,NaN,0,2,2,0
ObjectId(58994af99bf56223b02abadc),0,1,1,1,2,1,1
ObjectId(58994af99bf56223b02abade),0,1,2,NaN,NaN,NaN,NaN
ObjectId(58994af99bf56223b02abae0),0,3,3,3,1,3,2
ObjectId(58994af99bf56223b02abae2),1,4,7,3,4,2,4
ObjectId(58994af99bf56223b02abae4),1,4,8,4,5,4,4
ObjectId(58994af99bf56223b02abae6),1,4,7,NaN,NaN,NaN,NaN
ObjectId(58994af99bf56223b02abae8),0,3,3,1,1,2,1
ObjectId(58994af99bf56223b02abaea),0,1,3,NaN,NaN,NaN,NaN
ObjectId(58994af99bf56223b02abaec),0,3,3,0,4,3,4
ObjectId(58994af99bf56223b02abaed),1,5,10,5,5,5,0
ObjectId(58994af99bf56223b02abaee),0,3,2,NaN,1,3,0
ObjectId(58994af99bf56223b02abaf0),0,3,3,1,1,2,1
ObjectId(58994af99bf56223b02abaf2),0,1,NaN,0,4,2,0
ObjectId(58994af99bf56223b02abaf4),0,1,NaN,0,1,3,0
ObjectId(58994af99bf56223b02abaf5),0,2,4,2,4,2,2
ObjectId(58994af99bf56223b02abaf6),1,4,8,NaN,NaN,NaN,NaN
ObjectId(58994af99bf56223b02abaf8),1,5,10,3,5,5,5
ObjectId(58994af99bf56223b02abaf9),1,4,9,4,5,4,4
ObjectId(58994af99bf56223b02abafb),0,2,2,NaN,2,3,0
ObjectId(58994af99bf56223b02abafe),0,1,2,1,4,1,2
ObjectId(58994af99bf56223b02abb00),0,1,1,1,1,1,1
ObjectId(58994af99bf56223b02abb02),1,2,5,4,3,4,1
ObjectId(58994af99bf56223b02abb04),1,4,5,1,4,2,2
ObjectId(58994af99bf56223b02abb06),0,1,NaN,1,1,1,3
ObjectId(58994af99bf56223b02abb08),1,4,9,4,5,5,4
ObjectId(58994af99bf56223b02abb0a),1,4,10,4,5,4,5
ObjectId(58994af99bf56223b02abb0b),0,1,NaN,3,0,3,4
ObjectId(58994af99bf56223b02abb0d),1,4,8,NaN,NaN,NaN,NaN
ObjectId(58994af99bf56223b02abb0e),0,3,5,2,1,4,3
ObjectId(58994af99bf56223b02abb10),0,1,6,NaN,NaN,NaN,NaN
ObjectId(58994af99bf56223b02abb13),1,4,9,NaN,NaN,NaN,NaN
ObjectId(58994af99bf56223b02abb15),0,1,2,1,3,3,1
ObjectId(58994af99bf56223b02abb16),0,2,2,NaN,3,3,3
ObjectId(58994af99bf56223b02abb18),0,3,NaN,3,1,3,3
ObjectId(58994af99bf56223b02abb1a),1,3,6,3,5,1,5
ObjectId(58994af99bf56223b02abb1c),1,4,9,NaN,NaN,NaN,NaN
ObjectId(58994af99bf56223b02abb1e),0,2,2,1,1,2,1
ObjectId(58994af99bf56223b02abb20),1,4,9,3,4,4,3
ObjectId(58994af99bf56223b02abb22),1,4,9,0,5,4,5
ObjectId(58994af99bf56223b02abb23),1,4,10,NaN,NaN,NaN,NaN
ObjectId(58994af99bf56223b02abb25),1,4,9,NaN,NaN,NaN,NaN
ObjectId(58994af99bf56223b02abb26),1,5,8,4,3,4,3
ObjectId(58994af99bf56223b02abb28),1,4,7,4,3,4,4
ObjectId(58994af99bf56223b02abb2b),0,1,1,1,1,1,1
ObjectId(58994af99bf56223b02abb2e),1,4,5,1,3,3,3
ObjectId(58994af99bf56223b02abb31),0,1,NaN,3,1,3,3
ObjectId(58994af99bf56223b02abb34),1,5,10,5,5,5,5
